region;date;cases;deaths;nCFR;nCFR_LQ;nCFR_UQ;cCFR;cCFR_LQ;cCFR_UQ;letalidad_caso_cruda;letalidad_caso_aj_retraso
Arica y Parinacota;2020-05-09;   337;   6;0,024038462;7,850262e-03;0,055203232;0,038810430;0,0127029917;0,08813398;2.4% (0.785% - 5.52%);3.88% (1.27% - 8.81%)
Arica y Parinacota;2020-05-10;   340;   6;0,023696682;7,738010e-03;0,054430825;0,036747722;0,0120433192;0,08370995;2.37% (0.774% - 5.44%);3.67% (1.2% - 8.37%)
Arica y Parinacota;2020-05-11;   351;   7;0,027027027;9,981657e-03;0,057895285;0,041948981;0,0155511794;0,08908622;2.7% (0.998% - 5.79%);4.19% (1.56% - 8.91%)
Arica y Parinacota;2020-05-12;   351;   7;0,027027027;9,981657e-03;0,057895285;0,040051339;0,0148185211;0,08502781;2.7% (0.998% - 5.79%);4.01% (1.48% - 8.5%)
Arica y Parinacota;2020-05-13;   359;   7;0,026086957;9,632324e-03;0,055912665;0,038348442;0,0142433452;0,08183232;2.61% (0.963% - 5.59%);3.83% (1.42% - 8.18%)
Arica y Parinacota;2020-05-14;   363;   7;0,025641026;9,466669e-03;0,054971410;0,036813543;0,0136262983;0,07839495;2.56% (0.947% - 5.5%);3.68% (1.36% - 7.84%)
Arica y Parinacota;2020-05-15;   368;   7;0,025104603;9,267444e-03;0,053838481;0,035423393;0,0131384320;0,07567040;2.51% (0.927% - 5.38%);3.54% (1.31% - 7.57%)
Arica y Parinacota;2020-05-16;   377;   7;0,024193548;8,929200e-03;0,051912661;0,034159228;0,0126116397;0,07272173;2.42% (0.893% - 5.19%);3.42% (1.26% - 7.27%)
Arica y Parinacota;2020-05-17;   378;   7;0,024096386;8,893136e-03;0,051707151;0,033002066;0,0121926107;0,07037123;2.41% (0.889% - 5.17%);3.3% (1.22% - 7.04%)
Arica y Parinacota;2020-05-18;   398;   7;0,022304833;8,228450e-03;0,047913532;0,031933345;0,0118005323;0,06816788;2.23% (0.823% - 4.79%);3.19% (1.18% - 6.82%)
Arica y Parinacota;2020-05-19;   422;   7;0,020477816;7,551188e-03;0,044036444;0,030934451;0,0114328856;0,06609829;2.05% (0.755% - 4.4%);3.09% (1.14% - 6.61%)
Arica y Parinacota;2020-05-20;   424;   7;0,020338983;7,499748e-03;0,043741484;0,029959603;0,0110874557;0,06415063;2.03% (0.75% - 4.37%);3% (1.11% - 6.42%)
Arica y Parinacota;2020-05-21;   453;   7;0,018518519;6,825542e-03;0,039869243;0,028969331;0,0107099385;0,06201857;1.85% (0.683% - 3.99%);2.9% (1.07% - 6.2%)
Arica y Parinacota;2020-05-22;   471;   7;0,017543860;6,464818e-03;0,037792627;0,027957623;0,0103087916;0,05974909;1.75% (0.646% - 3.78%);2.8% (1.03% - 5.97%)
Arica y Parinacota;2020-05-23;   482;   7;0,016997167;6,262558e-03;0,036626784;0,026914585;0,0099366111;0,05763980;1.7% (0.626% - 3.66%);2.69% (0.994% - 5.76%)
Arica y Parinacota;2020-05-24;   498;   7;0,016260163;5,989971e-03;0,035053892;0,025844581;0,0095487778;0,05543804;1.63% (0.599% - 3.51%);2.58% (0.955% - 5.54%)
Arica y Parinacota;2020-05-25;   513;   7;0,015625000;5,755127e-03;0,033697240;0,024771154;0,0091518845;0,05318086;1.56% (0.576% - 3.37%);2.48% (0.915% - 5.32%)
Arica y Parinacota;2020-05-26;   522;   7;0,015267176;5,622857e-03;0,032932507;0,023716917;0,0087517441;0,05090112;1.53% (0.562% - 3.29%);2.37% (0.875% - 5.09%)
Arica y Parinacota;2020-05-27;   541;   7;0,014563107;5,362662e-03;0,031426840;0,022700116;0,0083851288;0,04880878;1.46% (0.536% - 3.14%);2.27% (0.839% - 4.88%)
Arica y Parinacota;2020-05-28;   562;   7;0,013856813;5,101732e-03;0,029915148;0,021734045;0,0080186854;0,04671397;1.39% (0.51% - 2.99%);2.17% (0.802% - 4.67%)
Arica y Parinacota;2020-05-29;   582;   7;0,013245033;4,875788e-03;0,028604720;0,020818333;0,0076829298;0,04479155;1.32% (0.488% - 2.86%);2.08% (0.768% - 4.48%)
Arica y Parinacota;2020-05-30;   588;   7;0,013071895;4,811857e-03;0,028233687;0,019945161;0,0073495479;0,04287984;1.31% (0.481% - 2.82%);1.99% (0.735% - 4.29%)
Arica y Parinacota;2020-05-31;   619;   7;0,012244898;4,506557e-03;0,026460387;0,019112433;0,0070438957;0,04112462;1.22% (0.451% - 2.65%);1.91% (0.704% - 4.11%)
Arica y Parinacota;2020-06-01;   636;   8;0,013806706;5,568551e-03;0,028239213;0,021376830;0,0086489105;0,04360679;1.38% (0.557% - 2.82%);2.14% (0.865% - 4.36%)
Arica y Parinacota;2020-06-02;   654;   8;0,013333333;5,377045e-03;0,027277883;0,020499538;0,0082921439;0,04183609;1.33% (0.538% - 2.73%);2.05% (0.829% - 4.18%)
Arica y Parinacota;2020-06-03;   701;   8;0,012237762;4,933986e-03;0,025051118;0,019661739;0,0079411738;0,04009182;1.22% (0.493% - 2.51%);1.97% (0.794% - 4.01%)
Arica y Parinacota;2020-06-04;   736;   8;0,011532125;4,648737e-03;0,023615518;0,018856406;0,0076187078;0,03848716;1.15% (0.465% - 2.36%);1.89% (0.762% - 3.85%)
Arica y Parinacota;2020-06-05;   782;   9;0,012251149;5,303610e-03;0,023996320;0,020646473;0,0089658685;0,04032401;1.23% (0.53% - 2.4%);2.06% (0.897% - 4.03%)
Arica y Parinacota;2020-06-06;   819;   9;0,011594203;5,018478e-03;0,022716827;0,019744104;0,0085656198;0,03854912;1.16% (0.502% - 2.27%);1.97% (0.857% - 3.85%)
Arica y Parinacota;2020-06-07;   850;   8;0,011095700;4,802170e-03;0,021745374;0,018837740;0,0081608308;0,03675171;1.11% (0.48% - 2.17%);1.88% (0.816% - 3.68%)
Arica y Parinacota;2020-06-08;   874;   8;0,010738255;4,647099e-03;0,021048514;0,017935533;0,0077750321;0,03503639;1.07% (0.465% - 2.1%);1.79% (0.778% - 3.5%)
Arica y Parinacota;2020-06-09;   914;   8;0,010191083;4,409766e-03;0,019981299;0,017055296;0,0073922840;0,03333249;1.02% (0.441% - 2%);1.71% (0.739% - 3.33%)
Arica y Parinacota;2020-06-10;   930;  10;0,012484395;6,002544e-03;0,022839072;0,020267066;0,0097687744;0,03698584;1.25% (0.6% - 2.28%);2.03% (0.977% - 3.7%)
Arica y Parinacota;2020-06-11;   967;  10;0,011933174;5,736846e-03;0,021835733;0,019274939;0,0092773889;0,03514806;1.19% (0.574% - 2.18%);1.93% (0.928% - 3.51%)
Arica y Parinacota;2020-06-12;  1011;  10;0,011337868;5,449967e-03;0,020751624;0,018350922;0,0088330716;0,03348426;1.13% (0.545% - 2.08%);1.84% (0.883% - 3.35%)
Arica y Parinacota;2020-06-13;  1062;  10;0,010718114;5,151383e-03;0,019622410;0,017492124;0,0084145771;0,03191537;1.07% (0.515% - 1.96%);1.75% (0.841% - 3.19%)
Arica y Parinacota;2020-06-14;  1109;  11;0,011224490;5,616173e-03;0,019994781;0,018355514;0,0092019690;0,03262017;1.12% (0.562% - 2%);1.84% (0.92% - 3.26%)
Arica y Parinacota;2020-06-15;  1139;  11;0,010891089;5,448981e-03;0,019403439;0,017514847;0,0087754957;0,03112430;1.09% (0.545% - 1.94%);1.75% (0.878% - 3.11%)
Arica y Parinacota;2020-06-16;  1156;  11;0,010710808;5,358584e-03;0,019083615;0,016713648;0,0083740124;0,02971468;1.07% (0.536% - 1.91%);1.67% (0.837% - 2.97%)
Arica y Parinacota;2020-06-17;  1218;  11;0,010101010;5,052869e-03;0,018001475;0,015957224;0,0079959979;0,02838620;1.01% (0.505% - 1.8%);1.6% (0.8% - 2.84%)
Arica y Parinacota;2020-06-18;  1239;  12;0,010810811;5,598232e-03;0,018808094;0,016637480;0,0086287783;0,02889230;1.08% (0.56% - 1.88%);1.66% (0.863% - 2.89%)
Arica y Parinacota;2020-06-19;  1295;  12;0,010291595;5,328807e-03;0,017908273;0,015918433;0,0082499127;0,02763534;1.03% (0.533% - 1.79%);1.59% (0.825% - 2.76%)
Arica y Parinacota;2020-06-20;  1325;  12;0,010033445;5,194871e-03;0,017460758;0,015247247;0,0079029180;0,02648319;1% (0.519% - 1.75%);1.52% (0.79% - 2.65%)
Arica y Parinacota;2020-06-21;  1371;  12;0,009661836;5,002094e-03;0,016816404;0,014618720;0,0075746701;0,02539246;0.966% (0.5% - 1.68%);1.46% (0.757% - 2.54%)
Biobío;2020-04-03;   302;   2;0,005181347;1,311717e-04;0,028529019;0,039341651;0,0010121997;0,20351691;0.518% (0.0131% - 2.85%);3.93% (0.101% - 20.4%)
Biobío;2020-04-03;   302;   2;0,005181347;1,311717e-04;0,028529019;0,039341651;0,0010121997;0,20351691;0.518% (0.0131% - 2.85%);3.93% (0.101% - 20.4%)
Biobío;2020-04-03;   302;   2;0,005181347;1,311717e-04;0,028529019;0,039341651;0,0010121997;0,20351691;0.518% (0.0131% - 2.85%);3.93% (0.101% - 20.4%)
Biobío;2020-04-03;   302;   2;0,005181347;1,311717e-04;0,028529019;0,039341651;0,0010121997;0,20351691;0.518% (0.0131% - 2.85%);3.93% (0.101% - 20.4%)
Biobío;2020-04-03;   302;   2;0,005181347;1,311717e-04;0,028529019;0,039341651;0,0010121997;0,20351691;0.518% (0.0131% - 2.85%);3.93% (0.101% - 20.4%)
Biobío;2020-04-03;   302;   2;0,005181347;1,311717e-04;0,028529019;0,039341651;0,0010121997;0,20351691;0.518% (0.0131% - 2.85%);3.93% (0.101% - 20.4%)
Biobío;2020-04-04;   347;   2;0,004201681;1,063717e-04;0,023186660;0,028353646;0,0007231044;0,14917208;0.42% (0.0106% - 2.32%);2.84% (0.0723% - 14.9%)
Biobío;2020-04-04;   347;   2;0,004201681;1,063717e-04;0,023186660;0,028353646;0,0007231044;0,14917208;0.42% (0.0106% - 2.32%);2.84% (0.0723% - 14.9%)
Biobío;2020-04-04;   347;   2;0,004201681;1,063717e-04;0,023186660;0,028353646;0,0007231044;0,14917208;0.42% (0.0106% - 2.32%);2.84% (0.0723% - 14.9%)
Biobío;2020-04-04;   347;   2;0,004201681;1,063717e-04;0,023186660;0,028353646;0,0007231044;0,14917208;0.42% (0.0106% - 2.32%);2.84% (0.0723% - 14.9%)
Biobío;2020-04-04;   347;   2;0,004201681;1,063717e-04;0,023186660;0,028353646;0,0007231044;0,14917208;0.42% (0.0106% - 2.32%);2.84% (0.0723% - 14.9%)
Biobío;2020-04-04;   347;   2;0,004201681;1,063717e-04;0,023186660;0,028353646;0,0007231044;0,14917208;0.42% (0.0106% - 2.32%);2.84% (0.0723% - 14.9%)
Biobío;2020-04-05;   365;   2;0,003906250;9,889280e-05;0,021570890;0,021276406;0,0005385317;0,11293772;0.391% (0.00989% - 2.16%);2.13% (0.0539% - 11.3%)
Biobío;2020-04-05;   365;   2;0,003906250;9,889280e-05;0,021570890;0,021276406;0,0005385317;0,11293772;0.391% (0.00989% - 2.16%);2.13% (0.0539% - 11.3%)
Biobío;2020-04-05;   365;   2;0,003906250;9,889280e-05;0,021570890;0,021276406;0,0005385317;0,11293772;0.391% (0.00989% - 2.16%);2.13% (0.0539% - 11.3%)
Biobío;2020-04-05;   365;   2;0,003906250;9,889280e-05;0,021570890;0,021276406;0,0005385317;0,11293772;0.391% (0.00989% - 2.16%);2.13% (0.0539% - 11.3%)
Biobío;2020-04-05;   365;   2;0,003906250;9,889280e-05;0,021570890;0,021276406;0,0005385317;0,11293772;0.391% (0.00989% - 2.16%);2.13% (0.0539% - 11.3%)
Biobío;2020-04-05;   365;   2;0,003906250;9,889280e-05;0,021570890;0,021276406;0,0005385317;0,11293772;0.391% (0.00989% - 2.16%);2.13% (0.0539% - 11.3%)
Biobío;2020-04-06;   383;   2;0,003649635;9,239649e-05;0,020165635;0,016465496;0,0004149599;0,08798812;0.365% (0.00924% - 2.02%);1.65% (0.0415% - 8.8%)
Biobío;2020-04-06;   383;   2;0,003649635;9,239649e-05;0,020165635;0,016465496;0,0004149599;0,08798812;0.365% (0.00924% - 2.02%);1.65% (0.0415% - 8.8%)
Biobío;2020-04-06;   383;   2;0,003649635;9,239649e-05;0,020165635;0,016465496;0,0004149599;0,08798812;0.365% (0.00924% - 2.02%);1.65% (0.0415% - 8.8%)
Biobío;2020-04-06;   383;   2;0,003649635;9,239649e-05;0,020165635;0,016465496;0,0004149599;0,08798812;0.365% (0.00924% - 2.02%);1.65% (0.0415% - 8.8%)
Biobío;2020-04-06;   383;   2;0,003649635;9,239649e-05;0,020165635;0,016465496;0,0004149599;0,08798812;0.365% (0.00924% - 2.02%);1.65% (0.0415% - 8.8%)
Biobío;2020-04-06;   383;   2;0,003649635;9,239649e-05;0,020165635;0,016465496;0,0004149599;0,08798812;0.365% (0.00924% - 2.02%);1.65% (0.0415% - 8.8%)
Biobío;2020-04-07;   410;   2;0,003322259;8,410878e-05;0,018370483;0,013113444;0,0003330736;0,07114369;0.332% (0.00841% - 1.84%);1.31% (0.0333% - 7.11%)
Biobío;2020-04-07;   410;   2;0,003322259;8,410878e-05;0,018370483;0,013113444;0,0003330736;0,07114369;0.332% (0.00841% - 1.84%);1.31% (0.0333% - 7.11%)
Biobío;2020-04-07;   410;   2;0,003322259;8,410878e-05;0,018370483;0,013113444;0,0003330736;0,07114369;0.332% (0.00841% - 1.84%);1.31% (0.0333% - 7.11%)
Biobío;2020-04-07;   410;   2;0,003322259;8,410878e-05;0,018370483;0,013113444;0,0003330736;0,07114369;0.332% (0.00841% - 1.84%);1.31% (0.0333% - 7.11%)
Biobío;2020-04-07;   410;   2;0,003322259;8,410878e-05;0,018370483;0,013113444;0,0003330736;0,07114369;0.332% (0.00841% - 1.84%);1.31% (0.0333% - 7.11%)
Biobío;2020-04-07;   410;   2;0,003322259;8,410878e-05;0,018370483;0,013113444;0,0003330736;0,07114369;0.332% (0.00841% - 1.84%);1.31% (0.0333% - 7.11%)
Biobío;2020-04-08;   439;   2;0,003030303;7,671769e-05;0,016767282;0,010731492;0,0002721974;0,05845816;0.303% (0.00767% - 1.68%);1.07% (0.0272% - 5.85%)
Biobío;2020-04-08;   439;   2;0,003030303;7,671769e-05;0,016767282;0,010731492;0,0002721974;0,05845816;0.303% (0.00767% - 1.68%);1.07% (0.0272% - 5.85%)
Biobío;2020-04-08;   439;   2;0,003030303;7,671769e-05;0,016767282;0,010731492;0,0002721974;0,05845816;0.303% (0.00767% - 1.68%);1.07% (0.0272% - 5.85%)
Biobío;2020-04-08;   439;   2;0,003030303;7,671769e-05;0,016767282;0,010731492;0,0002721974;0,05845816;0.303% (0.00767% - 1.68%);1.07% (0.0272% - 5.85%)
Biobío;2020-04-08;   439;   2;0,003030303;7,671769e-05;0,016767282;0,010731492;0,0002721974;0,05845816;0.303% (0.00767% - 1.68%);1.07% (0.0272% - 5.85%)
Biobío;2020-04-08;   439;   2;0,003030303;7,671769e-05;0,016767282;0,010731492;0,0002721974;0,05845816;0.303% (0.00767% - 1.68%);1.07% (0.0272% - 5.85%)
Biobío;2020-04-09;   460;   2;0,002849003;7,212791e-05;0,015770639;0,008990083;0,0002280624;0,04917342;0.285% (0.00721% - 1.58%);0.899% (0.0228% - 4.92%)
Biobío;2020-04-09;   460;   2;0,002849003;7,212791e-05;0,015770639;0,008990083;0,0002280624;0,04917342;0.285% (0.00721% - 1.58%);0.899% (0.0228% - 4.92%)
Biobío;2020-04-09;   460;   2;0,002849003;7,212791e-05;0,015770639;0,008990083;0,0002280624;0,04917342;0.285% (0.00721% - 1.58%);0.899% (0.0228% - 4.92%)
Biobío;2020-04-09;   460;   2;0,002849003;7,212791e-05;0,015770639;0,008990083;0,0002280624;0,04917342;0.285% (0.00721% - 1.58%);0.899% (0.0228% - 4.92%)
Biobío;2020-04-09;   460;   2;0,002849003;7,212791e-05;0,015770639;0,008990083;0,0002280624;0,04917342;0.285% (0.00721% - 1.58%);0.899% (0.0228% - 4.92%)
Biobío;2020-04-09;   460;   2;0,002849003;7,212791e-05;0,015770639;0,008990083;0,0002280624;0,04917342;0.285% (0.00721% - 1.58%);0.899% (0.0228% - 4.92%)
Biobío;2020-04-10;   474;   2;0,002739726;6,936145e-05;0,015169523;0,007678096;0,0001947334;0,04211274;0.274% (0.00694% - 1.52%);0.768% (0.0195% - 4.21%)
Biobío;2020-04-10;   474;   2;0,002739726;6,936145e-05;0,015169523;0,007678096;0,0001947334;0,04211274;0.274% (0.00694% - 1.52%);0.768% (0.0195% - 4.21%)
Biobío;2020-04-10;   474;   2;0,002739726;6,936145e-05;0,015169523;0,007678096;0,0001947334;0,04211274;0.274% (0.00694% - 1.52%);0.768% (0.0195% - 4.21%)
Biobío;2020-04-10;   474;   2;0,002739726;6,936145e-05;0,015169523;0,007678096;0,0001947334;0,04211274;0.274% (0.00694% - 1.52%);0.768% (0.0195% - 4.21%)
Biobío;2020-04-11;   490;   2;0,002624672;6,644873e-05;0,014536301;0,006667937;0,0001687711;0,03658317;0.262% (0.00664% - 1.45%);0.667% (0.0169% - 3.66%)
Biobío;2020-04-11;   490;   2;0,002624672;6,644873e-05;0,014536301;0,006667937;0,0001687711;0,03658317;0.262% (0.00664% - 1.45%);0.667% (0.0169% - 3.66%)
Biobío;2020-04-11;   490;   2;0,002624672;6,644873e-05;0,014536301;0,006667937;0,0001687711;0,03658317;0.262% (0.00664% - 1.45%);0.667% (0.0169% - 3.66%)
Biobío;2020-04-11;   490;   2;0,002624672;6,644873e-05;0,014536301;0,006667937;0,0001687711;0,03658317;0.262% (0.00664% - 1.45%);0.667% (0.0169% - 3.66%)
Biobío;2020-04-12;   500;   2;0,002557545;6,474933e-05;0,014166701;0,005879181;0,0001489172;0,03233707;0.256% (0.00647% - 1.42%);0.588% (0.0149% - 3.23%)
Biobío;2020-04-12;   500;   2;0,002557545;6,474933e-05;0,014166701;0,005879181;0,0001489172;0,03233707;0.256% (0.00647% - 1.42%);0.588% (0.0149% - 3.23%)
Biobío;2020-04-13;   512;   2;0,002481390;6,282137e-05;0,013747254;0,005255973;0,0001332427;0,02897407;0.248% (0.00628% - 1.37%);0.526% (0.0133% - 2.9%)
Biobío;2020-04-13;   512;   2;0,002481390;6,282137e-05;0,013747254;0,005255973;0,0001332427;0,02897407;0.248% (0.00628% - 1.37%);0.526% (0.0133% - 2.9%)
Biobío;2020-04-14;   528;   2;0,002386635;6,042254e-05;0,013225161;0,004758295;0,0001205537;0,02624464;0.239% (0.00604% - 1.32%);0.476% (0.0121% - 2.62%)
Biobío;2020-04-14;   528;   2;0,002386635;6,042254e-05;0,013225161;0,004758295;0,0001205537;0,02624464;0.239% (0.00604% - 1.32%);0.476% (0.0121% - 2.62%)
Biobío;2020-04-15;   542;   2;0,002309469;5,846898e-05;0,012799814;0,004355743;0,0001100714;0,02398515;0.231% (0.00585% - 1.28%);0.436% (0.011% - 2.4%)
Biobío;2020-04-15;   542;   2;0,002309469;5,846898e-05;0,012799814;0,004355743;0,0001100714;0,02398515;0.231% (0.00585% - 1.28%);0.436% (0.011% - 2.4%)
Biobío;2020-04-16;   559;   2;0,002222222;5,626021e-05;0,012318720;0,004024758;0,0001020827;0,02226032;0.222% (0.00563% - 1.23%);0.402% (0.0102% - 2.23%)
Biobío;2020-04-16;   559;   2;0,002222222;5,626021e-05;0,012318720;0,004024758;0,0001020827;0,02226032;0.222% (0.00563% - 1.23%);0.402% (0.0102% - 2.23%)
Biobío;2020-04-17;   578;   3;0,004264392;5,168556e-04;0,015318886;0,007495647;0,0009084417;0,02679530;0.426% (0.0517% - 1.53%);0.75% (0.0908% - 2.68%)
Biobío;2020-04-17;   578;   3;0,004264392;5,168556e-04;0,015318886;0,007495647;0,0009084417;0,02679530;0.426% (0.0517% - 1.53%);0.75% (0.0908% - 2.68%)
Biobío;2020-04-18;   606;   3;0,004024145;4,877147e-04;0,014460388;0,007023579;0,0008509898;0,02511848;0.402% (0.0488% - 1.45%);0.702% (0.0851% - 2.51%)
Biobío;2020-04-18;   606;   3;0,004024145;4,877147e-04;0,014460388;0,007023579;0,0008509898;0,02511848;0.402% (0.0488% - 1.45%);0.702% (0.0851% - 2.51%)
Biobío;2020-04-19;   616;   3;0,003944773;4,780879e-04;0,014176642;0,006612651;0,0008030261;0,02371676;0.394% (0.0478% - 1.42%);0.661% (0.0803% - 2.37%)
Biobío;2020-04-19;   616;   3;0,003944773;4,780879e-04;0,014176642;0,006612651;0,0008030261;0,02371676;0.394% (0.0478% - 1.42%);0.661% (0.0803% - 2.37%)
Biobío;2020-04-20;   626;   3;0,003868472;4,688337e-04;0,013903818;0,006247789;0,0007578022;0,02239359;0.387% (0.0469% - 1.39%);0.625% (0.0758% - 2.24%)
Biobío;2020-04-20;   626;   3;0,003868472;4,688337e-04;0,013903818;0,006247789;0,0007578022;0,02239359;0.387% (0.0469% - 1.39%);0.625% (0.0758% - 2.24%)
Biobío;2020-04-21;   636;   4;0,005692600;1,175493e-03;0,016545379;0,008882813;0,0018341444;0,02571820;0.569% (0.118% - 1.65%);0.888% (0.183% - 2.57%)
Biobío;2020-04-21;   636;   4;0,005692600;1,175493e-03;0,016545379;0,008882813;0,0018341444;0,02571820;0.569% (0.118% - 1.65%);0.888% (0.183% - 2.57%)
Biobío;2020-04-22;   658;   5;0,007285974;1,988647e-03;0,018549173;0,011263253;0,0030783413;0,02859678;0.729% (0.199% - 1.85%);1.13% (0.308% - 2.86%)
Biobío;2020-04-22;   658;   5;0,007285974;1,988647e-03;0,018549173;0,011263253;0,0030783413;0,02859678;0.729% (0.199% - 1.85%);1.13% (0.308% - 2.86%)
Biobío;2020-04-23;   675;   5;0,007067138;1,928816e-03;0,017995119;0,010746410;0,0029373009;0,02730092;0.707% (0.193% - 1.8%);1.07% (0.294% - 2.73%)
Biobío;2020-04-23;   675;   5;0,007067138;1,928816e-03;0,017995119;0,010746410;0,0029373009;0,02730092;0.707% (0.193% - 1.8%);1.07% (0.294% - 2.73%)
Biobío;2020-04-24;   683;   5;0,006968641;1,901889e-03;0,017745681;0,010281925;0,0028086185;0,02611741;0.697% (0.19% - 1.77%);1.03% (0.281% - 2.61%)
Biobío;2020-04-24;   683;   5;0,006968641;1,901889e-03;0,017745681;0,010281925;0,0028086185;0,02611741;0.697% (0.19% - 1.77%);1.03% (0.281% - 2.61%)
Biobío;2020-04-25;   696;   5;0,006814310;1,859700e-03;0,017354768;0,009860805;0,0026907380;0,02503225;0.681% (0.186% - 1.74%);0.986% (0.269% - 2.5%)
Biobío;2020-04-25;   696;   5;0,006814310;1,859700e-03;0,017354768;0,009860805;0,0026907380;0,02503225;0.681% (0.186% - 1.74%);0.986% (0.269% - 2.5%)
Biobío;2020-04-26;   703;   6;0,008417508;2,738629e-03;0,019533599;0,011848143;0,0038580103;0,02743218;0.842% (0.274% - 1.95%);1.18% (0.386% - 2.74%)
Biobío;2020-04-26;   703;   6;0,008417508;2,738629e-03;0,019533599;0,011848143;0,0038580103;0,02743218;0.842% (0.274% - 1.95%);1.18% (0.386% - 2.74%)
Biobío;2020-04-27;   706;   6;0,008375209;2,724839e-03;0,019435989;0,011414973;0,0037166935;0,02643774;0.838% (0.272% - 1.94%);1.14% (0.372% - 2.64%)
Biobío;2020-04-27;   706;   6;0,008375209;2,724839e-03;0,019435989;0,011414973;0,0037166935;0,02643774;0.838% (0.272% - 1.94%);1.14% (0.372% - 2.64%)
Biobío;2020-04-28;   709;   7;0,010000000;3,678416e-03;0,021637956;0,013229202;0,0048650154;0,02854221;1% (0.368% - 2.16%);1.32% (0.487% - 2.85%)
Biobío;2020-04-28;   709;   7;0,010000000;3,678416e-03;0,021637956;0,013229202;0,0048650154;0,02854221;1% (0.368% - 2.16%);1.32% (0.487% - 2.85%)
Biobío;2020-04-29;   719;   7;0,009836066;3,617975e-03;0,021285293;0,012810166;0,0047190423;0,02769484;0.984% (0.362% - 2.13%);1.28% (0.472% - 2.77%)
Biobío;2020-04-29;   719;   7;0,009836066;3,617975e-03;0,021285293;0,012810166;0,0047190423;0,02769484;0.984% (0.362% - 2.13%);1.28% (0.472% - 2.77%)
Biobío;2020-04-30;   727;   7;0,009708738;3,571034e-03;0,021011333;0,012437849;0,0045815738;0,02689634;0.971% (0.357% - 2.1%);1.24% (0.458% - 2.69%)
Biobío;2020-04-30;   727;   7;0,009708738;3,571034e-03;0,021011333;0,012437849;0,0045815738;0,02689634;0.971% (0.357% - 2.1%);1.24% (0.458% - 2.69%)
Biobío;2020-05-01;   729;   7;0,009677419;3,559489e-03;0,020943941;0,012106106;0,0044518878;0,02614259;0.968% (0.356% - 2.09%);1.21% (0.445% - 2.61%)
Biobío;2020-05-01;   729;   7;0,009677419;3,559489e-03;0,020943941;0,012106106;0,0044518878;0,02614259;0.968% (0.356% - 2.09%);1.21% (0.445% - 2.61%)
Biobío;2020-05-02;   751;   7;0,009345794;3,437245e-03;0,020230192;0,011808824;0,0043464334;0,02552935;0.935% (0.344% - 2.02%);1.18% (0.435% - 2.55%)
Biobío;2020-05-02;   751;   7;0,009345794;3,437245e-03;0,020230192;0,011808824;0,0043464334;0,02552935;0.935% (0.344% - 2.02%);1.18% (0.435% - 2.55%)
Biobío;2020-05-03;   759;   7;0,009230769;3,394849e-03;0,019982561;0,011540098;0,0042458593;0,02494422;0.923% (0.339% - 2%);1.15% (0.425% - 2.49%)
Biobío;2020-05-03;   759;   7;0,009230769;3,394849e-03;0,019982561;0,011540098;0,0042458593;0,02494422;0.923% (0.339% - 2%);1.15% (0.425% - 2.49%)
Biobío;2020-05-04;   762;   8;0,010719755;4,320457e-03;0,021961430;0,013173959;0,0053161040;0,02697182;1.07% (0.432% - 2.2%);1.32% (0.532% - 2.7%)
Biobío;2020-05-04;   762;   8;0,010719755;4,320457e-03;0,021961430;0,013173959;0,0053161040;0,02697182;1.07% (0.432% - 2.2%);1.32% (0.532% - 2.7%)
Biobío;2020-05-05;   774;   8;0,010526316;4,242306e-03;0,021567352;0,012902997;0,0051982737;0,02637985;1.05% (0.424% - 2.16%);1.29% (0.52% - 2.64%)
Biobío;2020-05-05;   774;   8;0,010526316;4,242306e-03;0,021567352;0,012902997;0,0051982737;0,02637985;1.05% (0.424% - 2.16%);1.29% (0.52% - 2.64%)
Biobío;2020-05-06;   789;   8;0,010294118;4,148505e-03;0,021094206;0,012649000;0,0051039996;0,02590603;1.03% (0.415% - 2.11%);1.26% (0.51% - 2.59%)
Biobío;2020-05-06;   789;   8;0,010294118;4,148505e-03;0,021094206;0,012649000;0,0051039996;0,02590603;1.03% (0.415% - 2.11%);1.26% (0.51% - 2.59%)
Biobío;2020-05-07;   814;   8;0,009929078;4,001061e-03;0,020350134;0,012409355;0,0050041702;0,02540411;0.993% (0.4% - 2.04%);1.24% (0.5% - 2.54%)
Biobío;2020-05-07;   814;   8;0,009929078;4,001061e-03;0,020350134;0,012409355;0,0050041702;0,02540411;0.993% (0.4% - 2.04%);1.24% (0.5% - 2.54%)
Biobío;2020-05-08;   842;   8;0,009549795;3,847889e-03;0,019576723;0,012178698;0,0049081712;0,02492126;0.955% (0.385% - 1.96%);1.22% (0.491% - 2.49%)
Biobío;2020-05-08;   842;   8;0,009549795;3,847889e-03;0,019576723;0,012178698;0,0049081712;0,02492126;0.955% (0.385% - 1.96%);1.22% (0.491% - 2.49%)
Biobío;2020-05-09;   882;   8;0,009055627;3,648362e-03;0,018568574;0,011949159;0,0048157860;0,02445643;0.906% (0.365% - 1.86%);1.19% (0.482% - 2.45%)
Biobío;2020-05-09;   882;   8;0,009055627;3,648362e-03;0,018568574;0,011949159;0,0048157860;0,02445643;0.906% (0.365% - 1.86%);1.19% (0.482% - 2.45%)
